quantity,item_value,description,ocid
1.0,6.11,TEES PARA USO EN TUBOS DE ALCANTARILLADO EN PVC,ocds-5wno2w-LICO-GADMFO-004-2022-2692
10.0,5.26,TEES PARA USO EN TUBOS DE ALCANTARILLADO EN PVC,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,2.46,"TAPONES, TAPAS, CAPSULAS Y DEMAS DISPOSITIVOS DE CIERRE DE PLASTICO",ocds-5wno2w-LICO-GADMFO-004-2022-2692
3.0,1.91,"TAPONES, TAPAS, CAPSULAS Y DEMAS DISPOSITIVOS DE CIERRE DE PLASTICO",ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,2.55,UNION PARA TUBOS DE ALCANTARILLADO EN PVC,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,2.77,UNION PARA TUBOS DE ALCANTARILLADO EN PVC,ocds-5wno2w-LICO-GADMFO-004-2022-2692
2.0,3.66,UNION PARA TUBOS DE ALCANTARILLADO EN PVC,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,9.65,YEE PARA USO TUBERIA DE SANITARIA EN PVC Y DIAMETRO DE 4,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,7.43,YEE PARA USO TUBERIA DE SANITARIA EN PVC Y DIAMETRO DE 4,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,389.64,BOCA DE FUEGO HIDRANTE DE 2 PULGADAS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
25.0,102.79,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
40.0,116.9,PLANCHA DE TOOL LISO,ocds-5wno2w-LICO-GADMFO-004-2022-2692
25.0,530.08,"PARTES Y PIEZAS, PARA GRIFOS, LLAVES, VALVULAS Y ACCESORIOS ANALOGOS PARA TUBERIAS, CALDERAS, TANQUES, CUBAS Y RECIPIENTES ANALOGOS.",ocds-5wno2w-LICO-GADMFO-004-2022-2692
15.0,494.61,"PARTES Y PIEZAS, PARA GRIFOS, LLAVES, VALVULAS Y ACCESORIOS ANALOGOS PARA TUBERIAS, CALDERAS, TANQUES, CUBAS Y RECIPIENTES ANALOGOS.",ocds-5wno2w-LICO-GADMFO-004-2022-2692
25.0,102.79,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
50.0,116.9,PLANCHA DE TOOL LISO,ocds-5wno2w-LICO-GADMFO-004-2022-2692
50.0,94.2,MANGUERAS PARA AIRE CON ACCESORIOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
2.25,102.79,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
25.0,116.9,PLANCHA DE TOOL LISO,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,368.4,"VALVULAS DE COMPUERTA, EXTREMOS BRIDADOS",ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,296.31,"VALVULAS DE COMPUERTA, EXTREMOS BRIDADOS",ocds-5wno2w-LICO-GADMFO-004-2022-2692
25.0,579.82,INSTALACION DE COMPUERTAS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,6209.28,ESTUDIO DE IMPACTO AMBIENTAL,ocds-5wno2w-LICO-GADMFO-004-2022-2692
0.2,319.31,ESTUDIOS DE LEVANTAMIENTO TOPOGRAFICO,ocds-5wno2w-LICO-GADMFO-004-2022-2692
579.0,2.8,EXCAVACIONES,ocds-5wno2w-LICO-GADMFO-004-2022-2692
911.25,6.23,GEOMALLA BIAXIAL,ocds-5wno2w-LICO-GADMFO-004-2022-2692
911.25,6.23,GEOTEXTIL TEJIDO Y NO TEJIDO,ocds-5wno2w-LICO-GADMFO-004-2022-2692
285.0,20.36,AGREGADOS PETREOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,3336.96,TRANSFORMADORES MONOFASICOS SIN PROTECCION 25 KVA,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,11826.38,GENERADORES ELECTROSTATICOS DE CORRIENTE CONTINUA,ocds-5wno2w-LICO-GADMFO-004-2022-2692
60.0,27.6,"INSTALACION DE ACOMETIDAS Y MEDIDORES DE SERVICIOS COMERCIALES DE ELECTRICIDAD, AGUA POTABLE",ocds-5wno2w-LICO-GADMFO-004-2022-2692
120.0,7.66,SERVICIOS DE TENDIDO DE CABLES ELECTRICOS ,ocds-5wno2w-LICO-GADMFO-004-2022-2692
4.0,273.16,LUMINARIA CON LAMPARA DE VAPOR DE SODIO DE ALTA PRESION 150W SIN FOTOCONTROL,ocds-5wno2w-LICO-GADMFO-004-2022-2692
2.0,215.81,CONECTORES DE COBRE DE PUESTA A TIERRA,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,414.25,PROTECCIONES ELECTRICAS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
2.0,79.39,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,109.39,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
2.0,34.89,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,69.56,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
2.0,38.82,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
2.0,38.82,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
4.0,92.17,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
206.0,4.48,CONDUCTOR DE AL DESNUDO CABLEADO ACSR 2/0AWG 7 (6/1) HILOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
90.0,4.26,CONDUCTOR DE AL DESNUDO CABLEADO ACSR 2/0AWG 7 (6/1) HILOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
4.0,735.33,POSTE CIRCULAR DE HORMIGON ARMADO DE 12 M X 500 KG.,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,593.97,"TUBOS DE ACERO SOLDADOS, GALVANIZADOS DE USO ELECTRICO TIPO LIVIANOS EMT, 17,93X1,07X3050 MM",ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,2220.53,TABLEROS ELECTRICOS PARA UNIDADES HERMETICAS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,318.62,ARGAMASAS Y HORMIGON NO REFRACTARIOS,ocds-5wno2w-LICO-GADMFO-004-2022-2692
40.0,11.36,REGULADOR DE VOLTAJE,ocds-5wno2w-LICO-GADMFO-004-2022-2692
10.0,5600.0,SERVICIO DE CARGA Y DESCARGA DE MATERIALES  TRANSPORTADOS EN EMBARCACIONES FLUVIALES,ocds-5wno2w-LICO-GADMFO-004-2022-2692
826628.0,0.19,TRANSPORTE DE CARTAS Y PAQUETES POR CUALQUIER CLASE DE TRANSPORTE TERRESTRE EXCEPTO EL FERROCARRIL,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,11998.22,SISTEMAS DE DOMOTICA PARA CONTROL Y GESTION INTELIGENTE,ocds-5wno2w-LICO-GADMFO-004-2022-2692
1.0,299.78,VALVULA DE CORTINA O DE COMPUERTA,ocds-5wno2w-LICO-GADMFO-007-2022-2692
3.16,327.8,NIVELACION DE EMPLAZAMIENTOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
8073.02,2.45,EXCAVACION DE ZANJAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
4090.02,4.01,EXCAVACION DE ZANJAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
6843.67,4.93,EXCAVACION DE ZANJAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
26200.0,1.51,"PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO NO ALEADO, REVESTIDOS DE OTRA FORMA, O REVESTIDOS DE ZINC, DE  UN ANCHO   DE 600 MM O MAS: PLANCHAS.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
1320.0,6.72,"PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO NO ALEADO, REVESTIDOS DE OTRA FORMA, O REVESTIDOS DE ZINC, DE  UN ANCHO   DE 600 MM O MAS: PLANCHAS.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
2845.22,1.09,EXCAVACIONES,ocds-5wno2w-LICO-GADMFO-007-2022-2692
20522.93,19.26,AGREGADOS PETREOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
284.68,17.46,AGREGADOS PETREOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
3161.97,12.48,TUBOS DE PVC,ocds-5wno2w-LICO-GADMFO-007-2022-2692
3161.97,3.78,TUBOS DE PVC,ocds-5wno2w-LICO-GADMFO-007-2022-2692
350.64,3.73,RELLENOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
16422.25,2.61,TRANSPORTE DE MATERIALES ARIDOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
39.0,628.57,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
13.0,904.1,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
12.0,1204.79,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
190.06,11.62,EXCAVACION DE ZANJAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
316.77,8.26,TUBOS DE PVC,ocds-5wno2w-LICO-GADMFO-007-2022-2692
316.77,3.31,TUBOS DE PVC,ocds-5wno2w-LICO-GADMFO-007-2022-2692
183.7,3.73,RELLENOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
6.37,2.61,TRANSPORTE DE MATERIALES ARIDOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
130.0,135.8,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
130.0,46.58,COLLAR DE DERIVACION PARA TUBERIA ACUEDUCTO EN PVC,ocds-5wno2w-LICO-GADMFO-007-2022-2692
460.0,0.46,MANTENIMIENTO AREAS VERDES Y DESBROCE MALEZA,ocds-5wno2w-LICO-GADMFO-007-2022-2692
94.88,1.81,ESTUDIOS DE LEVANTAMIENTO TOPOGRAFICO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
175.28,1.51,"PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO NO ALEADO, REVESTIDOS DE OTRA FORMA, O REVESTIDOS DE ZINC, DE  UN ANCHO   DE 600 MM O MAS: PLANCHAS.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
273.36,6.23,EXCAVACION DE ZANJAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
4.83,11.62,EXCAVACION DE ZANJAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
110.64,5.54,GEOTEXTIL TEJIDO Y NO TEJIDO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
125.15,19.26,AGREGADOS PETREOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
328.03,2.61,TRANSPORTE DE MATERIALES ARIDOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.44,161.35,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
3664.69,2.6,VARILLAS DE HIERRO PARA LA CONSTRUCCION,ocds-5wno2w-LICO-GADMFO-007-2022-2692
87.63,20.83,"PIEZAS DE MADERA USADAS CON FINES ESTRUCTURALES O DE SUSTENTO, EN LA CONSTRUCCION: ENCOFRADOS PARA HORMIGON, ANDAMIAJES, VIGAS, POSTES, ETC.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
83.95,10.56,"PIEZAS DE MADERA USADAS CON FINES ESTRUCTURALES O DE SUSTENTO, EN LA CONSTRUCCION: ENCOFRADOS PARA HORMIGON, ANDAMIAJES, VIGAS, POSTES, ETC.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
35.87,177.33,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
28.75,15.61,JUNTAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
8.97,105.03,ESCALERAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,391.77,SERVICIOS DE TRATAMIENTO DE AGUAS RESIDUALES MEDIANTE PROCEDIMIENTOS COMO EL CRIBADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,257.76,PLANTAS DE TRATAMIENTO DE AGUA ,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,3308.96,GRUAS CORREDIZAS DE PUENTE SOBRE APOYOS FIJOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
4.0,97.75,CABLE DE ACERO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
6.06,137.13,"ALCANTARILLAS, REJILLAS, TAPAS DE ACERO O HIERRO REFRACTARIO",ocds-5wno2w-LICO-GADMFO-007-2022-2692
19.32,11.62,EXCAVACION DE ZANJAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
222.18,19.26,AGREGADOS PETREOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
32.67,48.31,CONTRUCCION DE OBRAS DE ENROCADO DE PROTECCION EN MARGENES DE RIOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
3.67,161.35,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
6.0,180.19,TAPAS CON CERCO HIERRO FUNDIDO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
13.71,121.74,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
6.45,182.51,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
4019.29,2.6,VARILLAS DE HIERRO PARA LA CONSTRUCCION,ocds-5wno2w-LICO-GADMFO-007-2022-2692
18.09,177.33,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
71.4,18.29,BLOQUES Y LADRILLOS DE CEMENTO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
66.47,10.56,"PIEZAS DE MADERA USADAS CON FINES ESTRUCTURALES O DE SUSTENTO, EN LA CONSTRUCCION: ENCOFRADOS PARA HORMIGON, ANDAMIAJES, VIGAS, POSTES, ETC.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
100.45,12.91,"PIEZAS DE MADERA USADAS CON FINES ESTRUCTURALES O DE SUSTENTO, EN LA CONSTRUCCION: ENCOFRADOS PARA HORMIGON, ANDAMIAJES, VIGAS, POSTES, ETC.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
90.93,26.15,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
90.93,9.53,MORTEROS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
157.09,7.89,MORTEROS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
157.09,4.03,PINTURA INDUSTRIAL Y COMERCIAL,ocds-5wno2w-LICO-GADMFO-007-2022-2692
9.2,106.15,PUERTAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
8.65,117.65,PUERTAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
30.82,119.24,VENTANAS DE HIERRO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
19.55,9.02,TUBOS DE PVC,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,3308.96,GRUAS CORREDIZAS DE PUENTE SOBRE APOYOS FIJOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,150.28,INODOROS DE CERAMICA,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,23290.36,GENERADORES ELECTROSTATICOS DE CORRIENTE CONTINUA,ocds-5wno2w-LICO-GADMFO-007-2022-2692
2.0,12587.26,BOMBAS ELECTRICAS SUMERGIBLES,ocds-5wno2w-LICO-GADMFO-007-2022-2692
4.0,203.54,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
5.0,150.67,"OTROS ACCESORIOS DE FUNDICION PARA TUBOS O CANOS: (EMPALMES, CODOS O COLLARES), DE HIERRO O ACERO (EXCEPTO LOS ACCESORIOS ELECTRICOS CON AISLAMIENTO",ocds-5wno2w-LICO-GADMFO-007-2022-2692
2.0,155.24,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
2.0,436.61,VALVULAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
3.0,103.45,"OTROS ACCESORIOS DE FUNDICION PARA TUBOS O CANOS: (EMPALMES, CODOS O COLLARES), DE HIERRO O ACERO (EXCEPTO LOS ACCESORIOS ELECTRICOS CON AISLAMIENTO",ocds-5wno2w-LICO-GADMFO-007-2022-2692
3.0,344.43,VALVULA DE CORTINA O DE COMPUERTA,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,129.94,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
2.0,91.16,YEE PARA USO EN TUBOS DE ACUEDUCTO EN HIERRO MALEABLE Y DIAMETRO DE 3,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,171.34,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
2.0,152.94,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
3.0,125.34,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
3.0,204.82,"PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO NO ALEADO, ENCHAPADOS, REVESTIDOS O RECUBIERTOS ELECTROLITICAMENTE O REVESTIDOS DE ZINC, DE UN ANCHO INFERIOR A 600 MM: GALVANIZADOS.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,162.14,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,289.62,"PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO NO ALEADO, ENCHAPADOS, REVESTIDOS O RECUBIERTOS ELECTROLITICAMENTE O REVESTIDOS DE ZINC, DE UN ANCHO INFERIOR A 600 MM: GALVANIZADOS.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,166.7,VALVULA TIPO MARIPOSA,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,752.68,VALVULAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,263.34,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,143.74,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,162.14,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,204.82,"OTROS ACCESORIOS DE FUNDICION PARA TUBOS O CANOS: (EMPALMES, CODOS O COLLARES), DE HIERRO O ACERO (EXCEPTO LOS ACCESORIOS ELECTRICOS CON AISLAMIENTO",ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,196.64,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,86.24,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,211.82,"OTROS ACCESORIOS DE FUNDICION PARA TUBOS O CANOS: (EMPALMES, CODOS O COLLARES), DE HIERRO O ACERO (EXCEPTO LOS ACCESORIOS ELECTRICOS CON AISLAMIENTO",ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,90.45,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,85.41,"OTROS ACCESORIOS DE FUNDICION PARA TUBOS O CANOS: (EMPALMES, CODOS O COLLARES), DE HIERRO O ACERO (EXCEPTO LOS ACCESORIOS ELECTRICOS CON AISLAMIENTO",ocds-5wno2w-LICO-GADMFO-007-2022-2692
1290.0,0.46,MANTENIMIENTO AREAS VERDES Y DESBROCE MALEZA,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.29,327.8,NIVELACION DE EMPLAZAMIENTOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
956.41,2.45,EXCAVACION DE ZANJAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
774.0,1.09,EXCAVACIONES,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1290.0,13.73,TUBOS DE PVC,ocds-5wno2w-LICO-GADMFO-007-2022-2692
4.0,54.74,CODO PARA USO EN TUBOS ALCANTARILLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
3.0,48.99,CODO PARA USO EN TUBOS ALCANTARILLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.0,20.13,UNION PARA TUBOS DE ALCANTARILLADO EN PVC,ocds-5wno2w-LICO-GADMFO-007-2022-2692
600.0,20.56,AGREGADOS PETREOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
387.0,3.73,RELLENOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
774.0,2.61,TRANSPORTE DE MATERIALES ARIDOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
2.25,1.81,ESTUDIOS DE LEVANTAMIENTO TOPOGRAFICO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
44.72,11.62,EXCAVACION DE ZANJAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
0.72,161.35,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
42.84,10.56,"PIEZAS DE MADERA USADAS CON FINES ESTRUCTURALES O DE SUSTENTO, EN LA CONSTRUCCION: ENCOFRADOS PARA HORMIGON, ANDAMIAJES, VIGAS, POSTES, ETC.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
16.8,15.61,JUNTAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
5.18,177.33,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
476.68,2.6,VARILLAS DE HIERRO PARA LA CONSTRUCCION,ocds-5wno2w-LICO-GADMFO-007-2022-2692
8.8,19.26,AGREGADOS PETREOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
2.56,137.13,"ALCANTARILLAS, REJILLAS, TAPAS DE ACERO O HIERRO REFRACTARIO",ocds-5wno2w-LICO-GADMFO-007-2022-2692
3.2,105.03,ESCALERAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
4.2,3.73,RELLENOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
4.0,166.7,VALVULA TIPO MARIPOSA,ocds-5wno2w-LICO-GADMFO-007-2022-2692
4.0,752.68,VALVULAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
4.0,197.62,TEES PARA USO EN TUBOS DE ACUEDUCTO EN HIERRRO MALEABLE,ocds-5wno2w-LICO-GADMFO-007-2022-2692
8.0,93.9,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
8.0,85.41,"OTROS ACCESORIOS DE FUNDICION PARA TUBOS O CANOS: (EMPALMES, CODOS O COLLARES), DE HIERRO O ACERO (EXCEPTO LOS ACCESORIOS ELECTRICOS CON AISLAMIENTO",ocds-5wno2w-LICO-GADMFO-007-2022-2692
20.24,1.81,ESTUDIOS DE LEVANTAMIENTO TOPOGRAFICO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
0.36,161.35,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
21.42,10.56,"PIEZAS DE MADERA USADAS CON FINES ESTRUCTURALES O DE SUSTENTO, EN LA CONSTRUCCION: ENCOFRADOS PARA HORMIGON, ANDAMIAJES, VIGAS, POSTES, ETC.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
8.4,15.61,JUNTAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.6,177.33,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
71.06,2.6,VARILLAS DE HIERRO PARA LA CONSTRUCCION,ocds-5wno2w-LICO-GADMFO-007-2022-2692
3.4,19.26,AGREGADOS PETREOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.5,137.13,"ALCANTARILLAS, REJILLAS, TAPAS DE ACERO O HIERRO REFRACTARIO",ocds-5wno2w-LICO-GADMFO-007-2022-2692
1.6,105.03,ESCALERAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
2.0,344.43,VALVULA DE CORTINA O DE COMPUERTA,ocds-5wno2w-LICO-GADMFO-007-2022-2692
2.0,43.24,CODO PARA USO EN TUBOS ALCANTARILLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
2.0,197.62,TEES PARA USO EN TUBOS DE ACUEDUCTO EN HIERRRO MALEABLE,ocds-5wno2w-LICO-GADMFO-007-2022-2692
6.0,145.65,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
6.0,272.54,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
6.0,15.72,TUBERIA DE ACERO SIN COSTURA NORMA ASTM,ocds-5wno2w-LICO-GADMFO-007-2022-2692
6.0,85.41,"OTROS ACCESORIOS DE FUNDICION PARA TUBOS O CANOS: (EMPALMES, CODOS O COLLARES), DE HIERRO O ACERO (EXCEPTO LOS ACCESORIOS ELECTRICOS CON AISLAMIENTO",ocds-5wno2w-LICO-GADMFO-007-2022-2692
6.0,73.91,"OTROS ACCESORIOS DE FUNDICION PARA TUBOS O CANOS: (EMPALMES, CODOS O COLLARES), DE HIERRO O ACERO (EXCEPTO LOS ACCESORIOS ELECTRICOS CON AISLAMIENTO",ocds-5wno2w-LICO-GADMFO-007-2022-2692
29.9,11.62,EXCAVACION DE ZANJAS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
46.0,3.73,RELLENOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
140.76,19.26,AGREGADOS PETREOS,ocds-5wno2w-LICO-GADMFO-007-2022-2692
7.48,121.74,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
48.3,10.56,"PIEZAS DE MADERA USADAS CON FINES ESTRUCTURALES O DE SUSTENTO, EN LA CONSTRUCCION: ENCOFRADOS PARA HORMIGON, ANDAMIAJES, VIGAS, POSTES, ETC.",ocds-5wno2w-LICO-GADMFO-007-2022-2692
14.78,177.33,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
672.75,2.6,VARILLAS DE HIERRO PARA LA CONSTRUCCION,ocds-5wno2w-LICO-GADMFO-007-2022-2692
296.7,18.29,BLOQUES Y LADRILLOS DE CEMENTO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
105.34,22.08,BORDILLOS HORMIGON,ocds-5wno2w-LICO-GADMFO-007-2022-2692
265.52,22.4,ADOQUINES ENCINTADOS Y LOSAS PARA PAVIMENTO DE PIEDRA NATURAL,ocds-5wno2w-LICO-GADMFO-007-2022-2692
97.75,24.15,HORMIGON PREMEZCLADO,ocds-5wno2w-LICO-GADMFO-007-2022-2692
