quantity,item_value,description,ocid
12.0,99.4448,SOFÁ UNIPERSONAL,ocds-5wno2w-CE-20210002122777-2528
600.0,5.0,Salbutamol,ocds-5wno2w-CE-20210002122927-2443
19.0,585.5696,NEUMATICO 11 R 22.5 148/145 TODA POSICION APLICACION SERVICIO SEVERO (DESTAPADO/ASFALTO) Construccion,ocds-5wno2w-CE-20210002122985-71441
80.0,3.95,Digoxina,ocds-5wno2w-CE-20210002122926-2443
15000.0,0.06,Sales de hierro + Ácido fólico,ocds-5wno2w-CE-20210002122925-2443
600.0,0.18,Ondansetrón,ocds-5wno2w-CE-20210002122928-2443
120.0,9.99,Buprenorfina,ocds-5wno2w-CE-20210002122930-2443
4000.0,0.1589,Oxitocina,ocds-5wno2w-CE-20210002122924-2443
200.0,0.78,Morfina,ocds-5wno2w-CE-20210002122923-2443
100.0,2.2,Trinitrato de glicerilo (Nitroglicerina),ocds-5wno2w-CE-20210002122922-2443
1200.0,0.3478,"Hidrocortisona, succinato sódico",ocds-5wno2w-CE-20210002122931-2443
18.0,194.88,SOFÁ TRIPERSONAL ,ocds-5wno2w-CE-20210002122779-2528
1200.0,0.1649,Azatioprina,ocds-5wno2w-CE-20210002122929-2443
50.0,0.22288,CLIPS STANDAR 32 MM METALICOS,ocds-5wno2w-CE-20210002122784-2528
1200.0,0.295,Butilescopolamina (N-butilbromuro de hioscina),ocds-5wno2w-CE-20210002122921-2443
160.0,1.144,Dobutamina,ocds-5wno2w-CE-20210002122920-2443
24.0,0.7168,CLIPS MARIPOSA CAJA DE 50 UNIDADES,ocds-5wno2w-CE-20210002122783-2528
40.0,2.52,SERVICIIO DE REFRIGERIO PARA ENVENTOS DE CAPACITACION,ocds-5wno2w-CE-20210002122989-120057
50.0,0.3024,FOLDER COLGANTE VARIOS COLORES,ocds-5wno2w-CE-20210002122785-2528
6000.0,0.03671,Quetiapina,ocds-5wno2w-CE-20210002122953-2443
600.0,8.1205,Eritropoyetina,ocds-5wno2w-CE-20210002122952-2443
100.0,1.428,ARCHIVADORES TAMANO OFICIO LOMO 4 CMS,ocds-5wno2w-CE-20210002122782-2528
96.0,37.2,Suero antiofídico polivalente,ocds-5wno2w-CE-20210002122919-2443
80.0,4.3,Lágrimas artificiales y otros preparados inertes,ocds-5wno2w-CE-20210002122918-2443
160.0,29.8592,PANTALON TACTICO DE HOMBRE,ocds-5wno2w-CE-20210002122976-526842
34.0,8.008,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20210002122977-526842
8312.0,12.3872,SERVICIOS DE ALMUERZOS Y REFRIGERIOS PARA INSTITUCIONES,ocds-5wno2w-CE-20210002122980-93666
130.0,9.99,Buprenorfina,ocds-5wno2w-CE-20210002122981-93666
2034.0,1.2656,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20210002122982-492461
2034.0,1.2656,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20210002122983-492461
1000.0,1.0556,Lidocaína (sin epinefrina),ocds-5wno2w-CE-20210002122986-59830
80.0,2.52,SERVICIIO DE REFRIGERIO PARA ENVENTOS DE CAPACITACION,ocds-5wno2w-CE-20210002122987-120057
2034.0,1.2656,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20210002122988-492461
15.0,19.8352,SERVICIO DE CONFECCION DE ROPA DE TRABAJO,ocds-5wno2w-CE-20210002122972-526842
86.0,28.7728,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20210002122973-526842
100.0,1.05,Salbutamol,ocds-5wno2w-CE-20210002122895-19209
1260.0,0.0094,Furosemida,ocds-5wno2w-CE-20210002122817-59086
19200.0,0.0799,Amoxicilina + Ácido clavulánico,ocds-5wno2w-CE-20210002122951-2443
174.0,11.3792,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20210002122975-526842
200.0,5.33,"Metilprednisolona, succinato",ocds-5wno2w-CE-20210002122950-2443
10000.0,0.02,Levotiroxina sódica,ocds-5wno2w-CE-20210002122948-2443
1440.0,2.53,Bupivacaína hiperbárica,ocds-5wno2w-CE-20210002122932-2443
12000.0,0.088888,Clindamicina,ocds-5wno2w-CE-20210002122933-2443
3.0,78.176,MESA RECTANGULAR  900MM X 600MM ,ocds-5wno2w-CE-20210002122744-38760
2.0,123.2,ARCHIVADOR BAJO CARPETAS OFICIO,ocds-5wno2w-CE-20210002122745-38760
1.0,103.04,SILLÓN QHAPAX ,ocds-5wno2w-CE-20210002122746-38760
2.0,133.28,ESCRITORIO RECTO MINKA I 1200MM X 600,ocds-5wno2w-CE-20210002122747-38760
11400.0,14.0,"CAJAS DE PROTECCION METALICAS PARA MEDIDOR DE ENERGIA ELECTRICA MONOFASICO, 300X200X125 MM",ocds-5wno2w-CE-20210002122853-3219
720.0,0.088888,Clindamicina,ocds-5wno2w-CE-20210002122894-19209
7.0,5.549,PAPEL BOND A4 90 GR,ocds-5wno2w-CE-20210002122758-975714
200.0,0.9186,Amikacina,ocds-5wno2w-CE-20210002122810-59086
12000.0,0.022,Carvedilol,ocds-5wno2w-CE-20210002122934-2443
1.0,16.072,TACHO DE BASURA CON TAPA Y PEDAL  ROJO 24 LT,ocds-5wno2w-CE-20210002122734-86808
800.0,3.5,Polietilenglicol (macrogol) en combinaciones,ocds-5wno2w-CE-20210002122947-2443
600.0,0.9186,Amikacina,ocds-5wno2w-CE-20210002122946-2443
40.0,5.9399,Enalapril,ocds-5wno2w-CE-20210002122945-2443
1600.0,2.67,Insulina humana NPH (acción intermedia),ocds-5wno2w-CE-20210002122944-2443
48.0,1.008,PARES DE PILAS AA (ALCALINA),ocds-5wno2w-CE-20210002122786-2528
12.0,0.9968,TIJERA GRANDE DE 8 PULG.,ocds-5wno2w-CE-20210002122787-2528
120.0,0.9128,PARES DE PILAS AAA (ALCALINA),ocds-5wno2w-CE-20210002122788-2528
200.0,1.3944,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS,ocds-5wno2w-CE-20210002122789-2528
10.0,0.6608,GRAPAS 26/6 CAJA DE 5000 U,ocds-5wno2w-CE-20210002122790-2528
8000.0,0.03,Levotiroxina sódica,ocds-5wno2w-CE-20210002122949-2443
20.0,5.9399,Enalapril,ocds-5wno2w-CE-20210002122812-59086
206.0,18.76,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20210002122970-526842
160.0,10.6624,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20210002122970-526842
100.0,0.1589,Oxitocina,ocds-5wno2w-CE-20210002122888-19209
200.0,0.295,Butilescopolamina (N-butilbromuro de hioscina),ocds-5wno2w-CE-20210002122889-19209
1500.0,0.6,Estradiol valerato + Noretisterona enantato,ocds-5wno2w-CE-20210002122890-19209
4023.0,0.45,Paracetamol,ocds-5wno2w-CE-20210002122891-19209
6000.0,0.05,Ferroso sulfato,ocds-5wno2w-CE-20210002122892-19209
600.0,0.01881,Dimenhidrinato,ocds-5wno2w-CE-20210002122893-19209
100.0,37.2,Suero antiofídico polivalente,ocds-5wno2w-CE-20210002122887-19209
149.0,8.008,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20210002123075-114082
143.0,2.688,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20210002123075-114082
292.0,1.12,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20210002123075-114082
25.0,11.9392,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20210002123075-114082
87.0,31.248,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20210002123075-114082
144.0,5.6,SERVICIIO DE REFRIGERIO PARA ENVENTOS DE CAPACITACION,ocds-5wno2w-CE-20210002123074-38391
5400.0,1.4448,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20210002123073-924541
8100.0,1.4448,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20210002123072-924541
150.0,0.16999,Espironolactona,ocds-5wno2w-CE-20210002122886-19209
1.0,150.024,MUEBLES DE ESCUELA,ocds-5wno2w-CE-20210002122881-532478
510.0,0.18,Ondansetrón,ocds-5wno2w-CE-20210002123009-35143
1.0,310.7216,ALECENAS PARA LOZA,ocds-5wno2w-CE-20210002123002-826835
36.0,37.2,Suero antiofídico polivalente,ocds-5wno2w-CE-20210002123004-35143
100.0,0.17,Haloperidol,ocds-5wno2w-CE-20210002123005-35143
2700.0,0.6,Estradiol valerato + Noretisterona enantato,ocds-5wno2w-CE-20210002123006-35143
40.0,0.405566,Bupivacaína (sin epinefrina),ocds-5wno2w-CE-20210002123007-35143
500.0,1.0556,Lidocaína (sin epinefrina),ocds-5wno2w-CE-20210002123008-35143
10.0,25.5808,"MUEBLES DE OTROS MATERIALES, INCLUSO BAMBU, ROTEN, MIMBRE,  O MATERIALES SIMILARES: CESTAS DE BEBE, MUEBLES DE CUARTO DE NINOS, DE CUERO (EXCEPTO SILLAS Y OTROS ASIENTOS),  ETC.",ocds-5wno2w-CE-20210002122880-532478
219.0,25.9504,LENCERIA HOSPITALARIA,ocds-5wno2w-CE-20210002122971-526842
50.0,0.10752,PASTAS PLASTICAS A-4,ocds-5wno2w-CE-20210002122757-975714
1.0,0.92064,ESPIRALES A-4 DE 7 MM PAQUETE X 50 U,ocds-5wno2w-CE-20210002122756-975714
10.0,0.3024,FOLDER COLGANTE VARIOS COLORES,ocds-5wno2w-CE-20210002122755-975714
599.0,12.6224,SERVICIOS DE ALMUERZOS Y REFRIGERIOS PARA INSTITUCIONES,ocds-5wno2w-CE-20210002122961-125302
282.0,12.6224,SERVICIOS DE ALMUERZOS Y REFRIGERIOS PARA INSTITUCIONES,ocds-5wno2w-CE-20210002122962-125302
293940.0,2.296,"SERVICIOS QUE CONSISTEN EN LA LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20210002122966-253178
114360.0,2.296,"SERVICIOS QUE CONSISTEN EN LA LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20210002122967-253178
48240.0,2.9456,"SERVICIOS QUE CONSISTEN EN LA LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20210002122968-253178
125280.0,2.9456,"SERVICIOS QUE CONSISTEN EN LA LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20210002122969-253178
50.0,0.08848,PASTAS TRANSPARENTES A-4,ocds-5wno2w-CE-20210002122753-975714
3000.0,0.28,Sales de rehidratación oral: •Glucosa •Cloruro de sodio •Cloruro de potasio •Citrato trisódico dihidrato,ocds-5wno2w-CE-20210002122896-19209
1000.0,1.407,Permetrina,ocds-5wno2w-CE-20210002122897-19209
300.0,0.3753,Clindamicina,ocds-5wno2w-CE-20210002122898-19209
20.0,2.67,Insulina humana (acción rápida),ocds-5wno2w-CE-20210002122899-19209
40.0,2.67,Insulina humana NPH (acción intermedia),ocds-5wno2w-CE-20210002122900-19209
6.0,1.568,ARCHIVADORES TAMANO OFICIO LOMO 4 CMS,ocds-5wno2w-CE-20210002122761-975714
2.0,0.50736,CLIPS STANDAR 43 MM METALICOS,ocds-5wno2w-CE-20210002122760-975714
150.0,5.33,Dexametasona + Tobramicina,ocds-5wno2w-CE-20210002122901-19209
10.0,7.5,Haloperidol decanoato,ocds-5wno2w-CE-20210002122902-19209
6.0,1.176,TABLA PARA APUNTES (APOYAMANOS) PLASTICO,ocds-5wno2w-CE-20210002122759-975714
20.0,3.75,Aciclovir,ocds-5wno2w-CE-20210002122805-59086
1500.0,0.088888,Clindamicina,ocds-5wno2w-CE-20210002122804-59086
70.0,6.5818,Lidocaína,ocds-5wno2w-CE-20210002122803-59086
200.0,2.53,Bupivacaína hiperbárica,ocds-5wno2w-CE-20210002122802-59086
200.0,2.22,Amoxicilina,ocds-5wno2w-CE-20210002122801-59086
598.0,2.95,RESMA DE PAPEL BOND A4 DE 75 GR,ocds-5wno2w-CE-20210002122833-75428
5028.0,1.4448,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20210002122913-462114
1000.0,0.248,Clotrimazol,ocds-5wno2w-CE-20210002122806-59086
28284.0,1.4448,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20210002122912-462114
57.0,1.12,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20210002122910-92493
818040.0,0.04928,SERVICIOS DE MANTENIMIENTO Y CONSERVACION DE JARDINES BOTANICOS,ocds-5wno2w-CE-20210002122906-312203
300.0,2.28,Sulfato de zinc,ocds-5wno2w-CE-20210002122905-19209
4800.0,0.0799,Amoxicilina + Ácido clavulánico,ocds-5wno2w-CE-20210002122904-19209
650.0,0.03,Levotiroxina sódica,ocds-5wno2w-CE-20210002122903-19209
2800.0,0.5376,SEPARADORES PLASTICOS A4 FUNDA 10 U,ocds-5wno2w-CE-20210002122907-3219
4308.0,12.3872,SERVICIOS DE ALMUERZOS Y REFRIGERIOS PARA INSTITUCIONES,ocds-5wno2w-CE-20210002122911-114341
100.0,1.05,Salbutamol,ocds-5wno2w-CE-20210002122807-59086
37.0,98.5264,BOTA DE SEGURIDAD DIELÉCTRICA TIPO TEJANA - SOLDADOR,ocds-5wno2w-CE-20210002123067-79685
1500.0,0.3753,Clindamicina,ocds-5wno2w-CE-20210002122809-59086
950.0,1.3944,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS,ocds-5wno2w-CE-20210002122909-3219
4980.0,0.28,Sales de rehidratación oral: •Glucosa •Cloruro de sodio •Cloruro de potasio •Citrato trisódico dihidrato,ocds-5wno2w-CE-20210002122808-59086
1.0,10616.66,OTROS SERVICIOS DE INSTALACION ELECTRICA: ALUMBRADO ,ocds-5wno2w-19-2021RE-OACL-GADP-110570
1.0,31500.0,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,ocds-5wno2w-CCD-GADMCCH-001-2021-37091
1.0,19550.0,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,ocds-5wno2w-CDC-006-CFNGYE-2021-2469
1.0,9950.0,"SERVICIOS DE ASISTENCIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LA GESTION DE LOS RECURSOS HUMANOS DE UNA ORGANIZACION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE RECURSOS HUMANOS PUEDEN INCLUIR LA ACTIVIDAD DE PERFECCIONAMIENTO DE LOS R",ocds-5wno2w-CDC-CBV-001-2021-142773
1.0,40178.57,"ESTUDIOS, DISEÑOS O SUPERVISION  DE INGENIERIA DE TRANSPORTE Y TRANSITO",ocds-5wno2w-CDC-GADM-CG-001-2021-79844
1.0,8900.0,SERVICIOS DE CONSULTORIA LOGISTICA,ocds-5wno2w-CDC-GADMCL-008-2021-38760
1.0,49500.0,SERVICIOS DE CONSULTORIA GEOTECNICOS,ocds-5wno2w-CDC-MIMG-046-2021-44856
1.0,207437.0315,CONSTRUCCION DE REDES URBANAS DE ALCANTARILLADO,ocds-5wno2w-COTO-GADMZ-002-2021-21867
1.0,199902.6,FISCALIZACION DE OBRAS Y SERVICIOS,ocds-5wno2w-LCC-GADMM-DU-03-2021-28990
1.0,169421.0,SERVICIOS DE DISENO DE INGENIERIA PARA CALLES,ocds-5wno2w-LCC-GADMM-DU-02-2021-28990
1.0,1930.0,SERVICIOS DE PRODUCCION DE EVENTOS,ocds-5wno2w-GADPHV-RE-010-97688
2.0,49.76,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,54.88,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,85.8,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
4.0,49.76,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,96.1,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,116.67,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
2.0,49.76,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
2.0,49.76,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,120.11,"TABLEROS DE CONTROL, PROTECCION Y MEDICION PARA SUBESTACIONES",ocds-5wno2w-LICO-EECS-DD-02-2021-56835
10.0,15.42,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,91.65,"TABLEROS DE CONTROL, PROTECCION Y MEDICION PARA SUBESTACIONES",ocds-5wno2w-LICO-EECS-DD-02-2021-56835
4.0,15.42,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,197.98,"TABLEROS DE CONTROL, PROTECCION Y MEDICION PARA SUBESTACIONES",ocds-5wno2w-LICO-EECS-DD-02-2021-56835
3.0,15.42,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,35.02,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,91.65,"TABLEROS DE CONTROL, PROTECCION Y MEDICION PARA SUBESTACIONES",ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,15.42,DISYUNTORES,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,509.1,"TABLEROS DE CONTROL, PROTECCION Y MEDICION PARA SUBESTACIONES",ocds-5wno2w-LICO-EECS-DD-02-2021-56835
26.0,124.49,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
20.0,24.8,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
16.0,47.76,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
16.0,21.59,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
6.0,24.8,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
6.0,47.76,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
53.0,716.2,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
45.0,47.76,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
25.0,25.23,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
25.0,16.64,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
25.0,16.64,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
10.0,24.8,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
3.0,14.66,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
70.0,39.2,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
500.0,26.86,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
500.0,1.13,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
200.0,0.77,CABLE MULTICONDUCTOR CU CABLEADO AISLADO XLPE APANTALLADO CON CINTA DE CU CHAQUETA PVC 3X10 AWG,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
38.0,37.78,OTROS SERVICIOS DE INSTALACION ELECTRICA: ALUMBRADO ,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
7.0,53.21,OTROS SERVICIOS DE INSTALACION ELECTRICA: ALUMBRADO ,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
4.0,14.74,OTROS SERVICIOS DE INSTALACION ELECTRICA: ALUMBRADO ,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,7.22,OTROS SERVICIOS DE INSTALACION ELECTRICA: ALUMBRADO ,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
9.0,29.88,OTROS SERVICIOS DE INSTALACION ELECTRICA: ALUMBRADO ,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,22.65,OTROS SERVICIOS DE INSTALACION ELECTRICA: ALUMBRADO ,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
2.0,9.98,OTROS SERVICIOS DE INSTALACION ELECTRICA: ALUMBRADO ,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
2.0,16.15,OTROS SERVICIOS DE INSTALACION ELECTRICA: ALUMBRADO ,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
6.0,10.48,OTROS SERVICIOS DE INSTALACION ELECTRICA: ALUMBRADO ,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,20.38,OTROS SERVICIOS DE INSTALACION ELECTRICA: ALUMBRADO ,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
19.0,14.43, MONTAJE ELECTROMECANICO DE SUBESTACIONES Y LINEAS DE TRANSMISION,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
6.0,17.19, MONTAJE ELECTROMECANICO DE SUBESTACIONES Y LINEAS DE TRANSMISION,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
2.0,181.91, MONTAJE ELECTROMECANICO DE SUBESTACIONES Y LINEAS DE TRANSMISION,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,827.11, MONTAJE ELECTROMECANICO DE SUBESTACIONES Y LINEAS DE TRANSMISION,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
2.0,415.27,"SERVICIOS DE CONSTRUCCION RELACIONADOS CON EL EQUIPO DE VENTILACION, REFRIGERACION O ACONDICIONAMIENTO DE AIRE PARA VIVIENDAS, CENTROS INFORMATICOS, OFICINAS Y TIENDAS. SE INCLUYEN LOS TRABAJOS RELACIONADA CON TUBERIAS, CONDUCTOS ",ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,106.38,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
2.0,44.62,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,32.64,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
3.0,27.45,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
2.0,8.06,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,116.67,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
4.0,60.06,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
2.0,414.27,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
1.0,531.95,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
120.0,2.66,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
95.0,0.99,INSTALACION Y MONTAJE DE TABLEROS Y PANELES ELECTRONICOS,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
3.0,31.92, CONSTRUCCIÓN DE SUBESTACIONES ELÉCTRICAS DE ALTA Y EXTRA ALTA TENSIÓN,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
30.0,0.76, CONSTRUCCIÓN DE SUBESTACIONES ELÉCTRICAS DE ALTA Y EXTRA ALTA TENSIÓN,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
18.0,0.92, CONSTRUCCIÓN DE SUBESTACIONES ELÉCTRICAS DE ALTA Y EXTRA ALTA TENSIÓN,ocds-5wno2w-LICO-EECS-DD-02-2021-56835
